"1c PieceRate","10c PieceRate","No Payment","4c PieceRate","Gift Exchange","Very Low Pay","1c RedCross","10c RedCross","1c 2Wks","1c 4Wks","Gain 40c","Loss 40c","Gain 80c","Prob.01 $1","Prob.5 2c","Social Comp","Ranking","Task Signif"
2020.75272727273,2184.79272727273,1483.64363636364,2138.54181818182,1583.51272727273,1876.35454545455,1923.32727272727,1929.62,1987.51454545455,1950.11636363636,2147.59454545455,2121.92181818182,2173.80363636364,1907.33454545455,1982.55636363636,1850.31272727273,1770.45454545455,1780.89272727273
2042.52727272727,2139.13636363636,1582.51090909091,2143.15636363636,1629.85636363636,1876.15818181818,1885.98363636364,1915.38545454545,2022.65818181818,1956.13272727273,2182.48,2137.70727272727,2177.54,1884.54545454545,1998.01090909091,1879.45454545455,1795.18909090909,1729.04909090909
2011.10363636364,2181.17636363636,1451.14363636364,2112.67272727273,1613.06545454545,1862.27454545455,1877.99090909091,1912.22909090909,1994.76,1992.4,2143.94,2190.50545454545,2168.9,1927.40545454545,1966.1,1898.57090909091,1751.82727272727,1698.88727272727
2053.19818181818,2201.8,1468.4,2102.47818181818,1617.06545454545,1872.62,1896.79090909091,1929.02545454545,1997.55818181818,2001.07272727273,2125.20363636364,2149.83454545455,2173.08545454545,1866.60727272727,1984.83454545455,1840.06181818182,1737.28727272727,1723.40363636364
2010.54545454545,2173.53090909091,1507.95454545455,2116.49272727273,1644.51636363636,1948.77090909091,1869.66727272727,1907.30909090909,2000.70909090909,2005.21818181818,2178.66,2172.62545454545,2177.07272727273,1927.23454545455,1997.47454545455,1889.09636363636,1745.47090909091,1682.95272727273
1998.79454545455,2198.47818181818,1466.37636363636,2141.57636363636,1654.55454545455,1893.88,1881.30727272727,1893.12909090909,1989.17636363636,1985.16363636364,2106.94363636364,2181.35272727273,2137.52363636364,1895.38,1976.33636363636,1785.03272727273,1805.25090909091,1728.66181818182
2053.19272727273,2132.88545454545,1544.18363636364,2154.98181818182,1620.28181818182,1885.19636363636,1905.89272727273,1949.46545454545,2025.43818181818,1949.80545454545,2127.39272727273,2129.40363636364,2184.10727272727,1866.01272727273,1987.49818181818,1782.21090909091,1806.45818181818,1772.04
2059.55454545455,2135.88363636364,1517.62545454545,2136.75454545455,1609.85272727273,1837.46363636364,1931.63272727273,1914.12181818182,1978.84,1984.62545454545,2132.86545454545,2175.66,2148.13454545455,1904.88545454545,1984.27818181818,1906.70363636364,1796.10727272727,1727.70181818182
2050.54181818182,2137.93454545455,1513.90545454545,2164.42545454545,1653.34545454545,1897.90545454545,1912.34181818182,1928.62181818182,1998.89818181818,1967.06,2182.01090909091,2161.91818181818,2193.23454545455,1887.94545454545,2027.58181818182,1895.31090909091,1757.42363636364,1776.53454545455
2027.70909090909,2141.90727272727,1502.67090909091,2096.77818181818,1536.42181818182,1866.26545454545,1869.00727272727,1919.50727272727,2006.87454545455,1942.24363636364,2127.94545454545,2176.95636363636,2194.20727272727,1898.69636363636,1946.09090909091,1835.22,1801.30909090909,1720.73090909091
2061.80909090909,2171.56363636364,1487.74,2079.50363636364,1573.24363636364,1901.75818181818,1895.75636363636,1902.24545454545,1983.62363636364,2013.62363636364,2101.36363636364,2176.2,2140.18727272727,1860.48727272727,1995.55818181818,1825.24,1765.79818181818,1753.47636363636
2038.68181818182,2144.71454545455,1511.44727272727,2104.16181818182,1606.31818181818,1903.08363636364,1948.65090909091,1915.80181818182,2017.08727272727,1988.91090909091,2150.68363636364,2167.59454545455,2186.90545454545,1863.40363636364,2003.26363636364,1843.46727272727,1809.02181818182,1752.45818181818
2035.12363636364,2191.55090909091,1516.16363636364,2161.91454545455,1566.54,1855.72363636364,1920.86363636364,1924.43636363636,2004.97090909091,1963.45272727273,2158.41636363636,2197.63090909091,2166.09818181818,1908.96909090909,1984.49636363636,1904.97636363636,1770.44909090909,1707.77818181818
2008.53454545455,2161.93272727273,1519.27636363636,2133.61090909091,1619.71090909091,1875.79818181818,1887.18909090909,1898.60181818182,2066.69818181818,1997.06727272727,2138.04,2180.26181818182,2219.38727272727,1930.08909090909,1996.47454545455,1832.45272727273,1803.58181818182,1685.46909090909
1987.76363636364,2162.73818181818,1503.69636363636,2174.48909090909,1599.98181818182,1882.16727272727,1898.11818181818,1912.14,1997.80909090909,1952.83454545455,2126.32,2165.66363636364,2205.31272727273,1840.95090909091,1961.23272727273,1847.96727272727,1727.42545454545,1754.02909090909
2040.35454545455,2224.65272727273,1469.69454545455,2135.57636363636,1624.57818181818,1858.92727272727,1901.56727272727,1924.62181818182,1984.88909090909,1974.45818181818,2152.98363636364,2145.66363636364,2172.99454545455,1959.58727272727,1964.44727272727,1885.22727272727,1707.35454545455,1734.58181818182
2019.21454545455,2175.61818181818,1529.27454545455,2096.68363636364,1602.50909090909,1872.34545454545,1903.55818181818,1897.80181818182,2030.00909090909,1955.32,2142.21272727273,2148.74363636364,2189.65090909091,1852.24545454545,1963.82545454545,1844.55818181818,1751.11090909091,1783.13454545455
2033.07272727273,2176.63636363636,1513.70363636364,2153.52,1599.89090909091,1906.92181818182,1852.10909090909,1958.74727272727,1984.94545454545,1935.60363636364,2113.92,2143.35272727273,2161.28545454545,1860.16,1942.44181818182,1823.72545454545,1782.34545454545,1722.06727272727
2042.07818181818,2164.64363636364,1523.39818181818,2112.39636363636,1584.07454545455,1864.81818181818,1960.07818181818,1983.20181818182,2000.23272727273,1960.2,2109.81454545455,2166.44181818182,2142.93818181818,1906.80727272727,1969.53636363636,1831.64363636364,1788.30727272727,1718.20545454545
2030.36909090909,2157.60727272727,1508.65454545455,2133.76909090909,1612.72181818182,1877.21090909091,1874.14727272727,1896.10727272727,2016.61090909091,1959.09272727273,2144.17272727273,2172.17090909091,2184.02363636364,1929.22545454545,1954.08909090909,1869.92,1729.67818181818,1732.61090909091
2020.48545454545,2161.66727272727,1503.26181818182,2138.13636363636,1583.52,1829.46363636364,1911.64363636364,1924.87272727273,1986.47818181818,2009.83636363636,2134.36,2204.45818181818,2178.66181818182,1882.91090909091,2043.66727272727,1864.23818181818,1724.38181818182,1719.25454545455
2035.64545454545,2212.62909090909,1504.82545454545,2169.55636363636,1552.63090909091,1827.56,1922.15454545455,1892.02727272727,2003.52727272727,1941.75272727273,2141.42909090909,2167.59636363636,2172.04,1911.57454545455,1998.45818181818,1822.45818181818,1837.19272727273,1705.12
2057.83636363636,2189.81636363636,1537.05818181818,2139.04727272727,1609.11454545455,1868.16545454545,1917.27818181818,1983.62727272727,1986.92727272727,1961.22363636364,2149.09636363636,2130.69272727273,2186.77818181818,1910.88363636364,1962.92363636364,1829.12909090909,1765.86909090909,1639.04
2034.49090909091,2218.34909090909,1564.48909090909,2147.81454545455,1576.20363636364,1839.09818181818,1855.76909090909,1900.80727272727,1982.04,2000.92727272727,2125.62181818182,2146.27090909091,2204.85454545455,1953.09090909091,1980.30545454545,1833.76181818182,1781.74,1738.03272727273
2092.46363636364,2191.03090909091,1510.01272727273,2173.20727272727,1600.85636363636,1892.77818181818,1943.85454545455,1873.18181818182,1997.49090909091,2017.82909090909,2110.76727272727,2124.21454545455,2194.95636363636,1868.67090909091,2016.31818181818,1862.48363636364,1779.82,1793.17090909091
2042.20909090909,2203.63090909091,1539.78909090909,2132.12363636364,1662.50363636364,1868.86909090909,1949.08363636364,1964.66545454545,2056.73454545455,1997.58181818182,2143.21272727273,2135.26727272727,2169.49636363636,1898.08,1986.26,1872.97636363636,1767.58181818182,1690.25636363636
1977.22,2203.54,1407.72363636364,2112.22545454545,1608.66181818182,1931.69454545455,1920.47636363636,1927.38,1970.43272727273,1935.17636363636,2124.65636363636,2159.99818181818,2141.44545454545,1957.32,1975.27272727273,1863.13272727273,1753.14181818182,1759.49636363636
2056.63090909091,2192.12181818182,1476.85636363636,2116.13454545455,1609.99272727273,1901.12181818182,1885.49272727273,1941.30181818182,1986.35454545455,1999.80727272727,2184.02181818182,2138.56,2222.13636363636,1930.40909090909,1973.71454545455,1822.16909090909,1785.69090909091,1750.96181818182
2044.14727272727,2218.78181818182,1574.70909090909,2140.93272727273,1585.38181818182,1882.34363636364,1918.56181818182,1973.17090909091,2013.44363636364,1964.20181818182,2108.68181818182,2161.81454545455,2174.53090909091,1896.34363636364,2005.63454545455,1860.26727272727,1775.09090909091,1730.44181818182
1978.44,2194.81818181818,1569.77454545455,2101.61272727273,1611.65272727273,1906.2,1931.34181818182,1897.73090909091,2040.02909090909,1980.69272727273,2131.47272727273,2140.3,2163.66363636364,1947.49090909091,1972.88363636364,1833.59636363636,1778.71272727273,1747.77636363636
2027.05454545455,2199.6,1556.83272727273,2186.47272727273,1588.80545454545,1952.55090909091,1862.69090909091,1866.89636363636,1983.54181818182,1961.36181818182,2164.47454545455,2133.99818181818,2168.67090909091,1919.08545454545,1978.30909090909,1820.42363636364,1744.41818181818,1721.45272727273
2049.89636363636,2205.61090909091,1511.16909090909,2136.49272727273,1596.46909090909,1896.70363636364,1918.75090909091,1951.06181818182,1996.58909090909,1921.74363636364,2123.43090909091,2116.28363636364,2177.56363636364,1893.74181818182,1933.36181818182,1809.86363636364,1688.06909090909,1759.66545454545
2007.90545454545,2204.09636363636,1545.74727272727,2117.48363636364,1579.04,1893.00363636364,1902.77818181818,1951.28,1999.81636363636,1970.34545454545,2115.30727272727,2097.62181818182,2162.63818181818,1919.74545454545,1986.24,1857.61636363636,1757.35454545455,1716.05090909091
2081.56363636364,2174.41272727273,1520.51272727273,2161.28363636364,1549.21454545455,1864.60363636364,1890.71636363636,1919.20909090909,2029.98181818182,1990.15454545455,2156.12727272727,2148.75636363636,2201.82,1911.00545454545,1981.14727272727,1836.97272727273,1728.49272727273,1801.97818181818
2011.09818181818,2212.3,1525.00363636364,2140.22909090909,1590.94,1959.36545454545,1905.60909090909,1899.56,1979.53454545455,1952.91636363636,2113.6,2186.42545454545,2156.52727272727,1891.22,1968.97636363636,1873.91454545455,1747.33636363636,1717.25090909091
2009.21272727273,2182.40363636364,1460.98545454545,2099.76,1586.17090909091,1848.62181818182,1890.32363636364,1906.64545454545,1990.81272727273,1963.47272727273,2141.61636363636,2177.53818181818,2170.87272727273,1918.59272727273,1986.70727272727,1871.05090909091,1787.41818181818,1734.42
1990.70181818182,2164.93272727273,1512.58,2154.80545454545,1623.03090909091,1920.02181818182,1934.52545454545,1913.66545454545,2039.06,1981.65818181818,2094.70909090909,2178.35272727273,2179.21090909091,1911.46,1973.52181818182,1870.62,1776.51454545455,1760.68909090909
2018.31090909091,2181.72727272727,1507.37272727273,2156.97272727273,1602.57272727273,1836.18909090909,1902.11454545455,1920.18727272727,1960.33272727273,1961.36727272727,2125.19636363636,2187.28727272727,2136.90909090909,1913.47090909091,1959.18181818182,1853.44545454545,1746.55818181818,1737.01636363636
1956.54727272727,2170.21090909091,1456.31272727273,2124.27818181818,1605.17454545455,1878.52545454545,1982.34,1885.87272727273,2017.75090909091,2000.63636363636,2141.53818181818,2147.26181818182,2186.85272727273,1872.42727272727,2000.44727272727,1798.85818181818,1758.16909090909,1735.28909090909
2028.17818181818,2197.33636363636,1513.28545454545,2131.72909090909,1579.26727272727,1893.18,1881.63090909091,1898.39454545455,2018.05090909091,1963.01090909091,2135.50545454545,2162.85454545455,2158.17818181818,1892.33818181818,1981.50363636364,1871.2,1794.42181818182,1705.22545454545
2032.99636363636,2175.54,1529.13818181818,2144.12,1567.64,1898.10909090909,1883.66363636364,1875.49636363636,2061.08909090909,2013.03454545455,2130.62363636364,2178.73454545455,2204.87818181818,1870.12363636364,2014.71636363636,1933.44,1726.92181818182,1732.01272727273
2039.49090909091,2162.95818181818,1510.42,2135.79818181818,1599.47090909091,1867.99818181818,1900.87818181818,1910.75272727273,1999.02181818182,1938.40909090909,2131.73636363636,2187.35454545455,2154.24181818182,1922.72727272727,1972.76909090909,1790.05818181818,1786.56,1775.90181818182
2057.10545454545,2186.75090909091,1551.03090909091,2151.61818181818,1606.73454545455,1851.06545454545,1888.59818181818,1936.75272727273,2004,1959.80181818182,2103.50545454545,2185.10545454545,2200.08727272727,1909.62,1964.08909090909,1818.00727272727,1809.47454545455,1723.34
1996.48545454545,2192.85636363636,1522.77272727273,2024.11090909091,1578.28,1882.97818181818,1930.65636363636,1949.31818181818,2055.74363636364,1967.79272727273,2149.07636363636,2136.63454545455,2198.34,1924.11818181818,2008.15090909091,1831.81272727273,1759.46909090909,1701.45090909091
2050.47272727273,2200.59818181818,1567.93454545455,2107.96181818182,1552.36545454545,1912.48909090909,1943.99090909091,1964.38363636364,2001,1959.15636363636,2095.94545454545,2146.20363636364,2196.14363636364,1912.26909090909,1947.8,1899.60727272727,1778.3,1716.10545454545
1997.59090909091,2176.40727272727,1525.12545454545,2090.99454545455,1550.57090909091,1880.73272727273,1874.39090909091,1905.41090909091,2042.16,2001.49454545455,2098.12,2138.27636363636,2170.88181818182,1900.34727272727,1926.61454545455,1834.10363636364,1727.77454545455,1713.58363636364
1977.07090909091,2163.31090909091,1549.24727272727,2153.39454545455,1582.21090909091,1906.82363636364,1932.57818181818,1940.5,2064.40181818182,1966.71818181818,2148.04727272727,2125.90181818182,2195.92,1918.68181818182,1962.93636363636,1870.78363636364,1769.02181818182,1730.18
1992.32363636364,2182.91454545455,1525.19454545455,2105.71090909091,1671.48181818182,1854.73818181818,1912.11636363636,1879.08363636364,2061.47818181818,1929.25454545455,2125.36545454545,2171.96363636364,2168.81454545455,1872.38909090909,2009.56727272727,1856.33272727273,1738.43454545455,1740.06909090909
1994.12363636364,2191.87090909091,1509.22363636364,2120.11818181818,1615.03636363636,1852.69636363636,1954.59818181818,1953.17272727273,1955.27090909091,1933.57636363636,2125.93272727273,2178.14909090909,2181.88727272727,1869.74727272727,1950.62909090909,1868.96,1798.49272727273,1712.98181818182
2038.27272727273,2196.30545454545,1499.21818181818,2143.48363636364,1638.33818181818,1940.45818181818,1857.05636363636,1952.38363636364,2007.13454545455,1954.14181818182,2119.66545454545,2162.26363636364,2170.49090909091,1859.33818181818,1962.2,1826.24909090909,1788.83636363636,1720.16
2058.50363636364,2187.38363636364,1591.91272727273,2122.06181818182,1565.00909090909,1850.55272727273,1871.97272727273,1901.12909090909,2021.02909090909,1971.32181818182,2110.09090909091,2130.12363636364,2205.52,1875.55090909091,1960.39272727273,1839.92909090909,1761.37454545455,1684.70363636364
2048.32545454545,2198.43636363636,1514.78909090909,2118.76181818182,1631.07636363636,1891.71090909091,1949.27454545455,1885.87636363636,2004.38727272727,2047.62181818182,2125.95636363636,2131.10181818182,2202.85090909091,1853.85090909091,1935.68,1880.93454545455,1777.02727272727,1735.65272727273
2055.46909090909,2174.62181818182,1485.06545454545,2127.36909090909,1588.29636363636,1903.68181818182,1880.02545454545,1900.52181818182,1965.33454545455,1967.11636363636,2167.93090909091,2128.53636363636,2171.72181818182,1829.69272727273,2015.82363636364,1827.09090909091,1733.03636363636,1754.75272727273
1988.55454545455,2142.40545454545,1546.76909090909,2128.72181818182,1574.19636363636,1880.05090909091,1850.49090909091,1931.18363636364,2050.42,1964.03090909091,2130.67818181818,2158.64727272727,2208.53818181818,1923.71272727273,1994.44909090909,1852.19090909091,1808.36,1724.03272727273
2052.58909090909,2186.97090909091,1483.84,2141.89454545455,1582.31818181818,1878.32363636364,1847.53636363636,1905.92,1974.02181818182,1976.64,2130.23090909091,2165.57636363636,2163.00363636364,1836.98545454545,2002.11454545455,1819.25636363636,1715.54,1737.19818181818
1999.63090909091,2182.35636363636,1506.61818181818,2099.70545454545,1606.05818181818,1847.93090909091,1913.53090909091,1890.69636363636,1984.34545454545,1965.62181818182,2135.45818181818,2131.68727272727,2194.00181818182,1937.35090909091,1951.78545454545,1831.82727272727,1726.96,1747.32
2039.04363636364,2182.23818181818,1462.06727272727,2137.45090909091,1619.58363636364,1856.45454545455,1873.32909090909,1938.03636363636,1981.54727272727,1974.35636363636,2135.4,2136.45454545455,2194.31636363636,1901.63636363636,1957.21272727273,1831.73272727273,1751.84545454545,1782.30727272727
2023.39272727273,2212.11090909091,1530.17636363636,2187.85454545455,1628.87454545455,1876.00363636364,1884.98727272727,1934.41272727273,1937.04909090909,1947.53272727273,2158.26363636364,2126.04181818182,2184.70363636364,1884.47818181818,1977.69818181818,1830.49090909091,1759.07090909091,1677.71636363636
2022.81818181818,2213.66181818182,1515.91818181818,2129.69636363636,1600.94909090909,1890.18363636364,1851.87272727273,1924.90909090909,2031.19272727273,1914.97818181818,2182.12,2183.68181818182,2202.32181818182,1946.75636363636,1991.62181818182,1870.45818181818,1752.40727272727,1704.56
1996.34727272727,2131.43454545455,1531.74181818182,2154.72363636364,1538.40909090909,1860.87454545455,1881.80545454545,1870.66727272727,1990.00545454545,1986.49090909091,2151.81272727273,2122.10545454545,2227.63454545455,1865.64363636364,1941.73454545455,1853.34181818182,1753.09636363636,1750.20363636364
2019.28909090909,2140.05454545455,1420.58363636364,2116.40363636364,1576.8,1922.04727272727,1878.62727272727,1916.65636363636,2055.12909090909,1932.74181818182,2137.78909090909,2148.02545454545,2165.24727272727,1899.77636363636,1958.46727272727,1837.42363636364,1766.78363636364,1743.54909090909
2024.81090909091,2146.51090909091,1545.28909090909,2111.17636363636,1591.64,1887.62,1914.86909090909,1907.54181818182,1981.90363636364,1949.21454545455,2144.96727272727,2166.58181818182,2190.04363636364,1902.91818181818,1950.88545454545,1880.67090909091,1761.86909090909,1751.87818181818
