"1c PieceRate","10c PieceRate","No Payment","4c PieceRate","Gift Exchange","Very Low Pay","1c RedCross","10c RedCross","1c 2Wks","1c 4Wks","Gain 40c","Loss 40c","Gain 80c","Prob.01 $1","Prob.5 2c","Social Comp","Ranking","Task Signif"
2032.77818181818,2181.20181818182,1482.71272727273,2155.48545454545,1602.70181818182,1904.25090909091,1874.09090909091,1898.19636363636,2027.19454545455,1927.54181818182,2164.90545454545,2171.41818181818,2242.05090909091,1970.49818181818,1956.07454545455,1871.76727272727,1733.10727272727,1781.80909090909
2073.15454545455,2205.28,1538.34545454545,2141.29818181818,1600.08909090909,1841.89272727273,1876.22363636364,1892.12545454545,2009.81636363636,1961.66363636364,2157.37818181818,2161.53818181818,2193.63272727273,1936.51454545455,1984.07090909091,1841.97090909091,1742.55454545455,1770.36727272727
2049.21636363636,2169.52363636364,1506.72727272727,2156.26727272727,1572.67636363636,1897.17090909091,1968.47636363636,1925.35454545455,1977.37272727273,1964.14727272727,2172.42545454545,2154.08,2181.08363636364,1990.45272727273,2044.36727272727,1851.92727272727,1783.26909090909,1788.39090909091
2040.16363636364,2169.93818181818,1508.43090909091,2171.99454545455,1564.23636363636,1889.90545454545,1925.97090909091,1908.67272727273,1973.84363636364,1987.19454545455,2144.60727272727,2160.01636363636,2176.37272727273,1903.94909090909,1992.26545454545,1875.11636363636,1751.62545454545,1788.37818181818
2011.22181818182,2151.64727272727,1512.85272727273,2118.20727272727,1564.05272727273,1875.50545454545,1893.78909090909,1958.53818181818,2048.64,1990.30363636364,2126.17636363636,2126.25272727273,2205.70909090909,1868.65090909091,1960.53454545455,1863.75454545455,1789.70727272727,1750.48545454545
1999.56909090909,2154.48909090909,1564.76545454545,2138.10363636364,1644.15272727273,1881.20181818182,1895.05454545455,1952.32909090909,2017.17090909091,1942.30727272727,2103.96181818182,2164.69090909091,2222.16727272727,1894.92545454545,1963.29454545455,1816.05454545455,1737.96,1744.75636363636
2002.96727272727,2156.10727272727,1512.5,2149.29454545455,1637.56,1862.46727272727,1935.53818181818,1897.18,2012.69090909091,1922.07090909091,2172.45818181818,2146.74909090909,2203.79454545455,1876.50363636364,1966.43636363636,1832.46181818182,1777.89454545455,1741.47636363636
2012.80545454545,2165.67272727273,1576.35454545455,2114.51818181818,1619.68,1867.92545454545,1866.28,1973.15636363636,2019.14909090909,1969.00181818182,2133.99090909091,2153.99272727273,2194,1914.69272727273,1950.16,1866.17272727273,1728.30545454545,1714.23636363636
2032.49818181818,2242.51818181818,1469.46181818182,2120.85090909091,1649.36909090909,1852.46181818182,1905.55454545455,1921.30545454545,1960.49272727273,1954.79454545455,2129.36727272727,2153.50909090909,2187.86727272727,1874.73636363636,1973.16363636364,1871.56727272727,1727.80909090909,1742.26363636364
2051.89090909091,2186.62181818182,1576.00363636364,2138.49818181818,1568.14,1913.64727272727,1931.99818181818,1920.75454545455,2051.00909090909,1981.35090909091,2120.41454545455,2161.81272727273,2158.74,1848.68363636364,1993.38727272727,1814.34,1716.17454545455,1701.05090909091
2000.00363636364,2199.58545454545,1540.74,2129.96545454545,1613.82545454545,1896.89454545455,1928.02181818182,1847.54727272727,2058.55636363636,1976.60909090909,2150.00727272727,2160.22545454545,2188.50909090909,1919.01090909091,2027.34727272727,1860.22909090909,1769.85090909091,1792.05818181818
2055.19454545455,2164.08,1486.62909090909,2132.15272727273,1637.25818181818,1856.43636363636,1901.20181818182,1937.23272727273,2023.54,1984.15090909091,2152.32,2162.66363636364,2176.10181818182,1930.16545454545,1972.68,1884.99818181818,1775.50363636364,1742.67272727273
2027.50909090909,2150.36727272727,1518.21454545455,2136.09272727273,1583.10727272727,1913.76363636364,1926.29818181818,1939.49272727273,2009.11818181818,1996.74909090909,2097.52727272727,2159.80181818182,2236.30909090909,1824.39272727273,1984.17454545455,1874.05818181818,1786.74181818182,1697.73454545455
2066.37818181818,2175.05272727273,1486.74363636364,2098.61636363636,1620.62181818182,1889.31818181818,1974.09818181818,1953.38363636364,2038.64363636364,1962.06181818182,2115.66181818182,2176.02363636364,2200.26181818182,1896.21454545455,1975.01454545455,1846.73090909091,1779.48727272727,1688.36727272727
2001.86,2171.84181818182,1514.05090909091,2111.76363636364,1618.16727272727,1874.69454545455,1955.51272727273,1896.89272727273,2012.61090909091,1965.97090909091,2164.41272727273,2167.92363636364,2178.76,1856.17454545455,1996.00909090909,1782.21818181818,1716.70909090909,1704.92363636364
2062.62909090909,2147.35090909091,1530.31272727273,2097.93272727273,1641.91818181818,1896.08181818182,1930.74545454545,1902.54909090909,2060.61818181818,1962.16727272727,2107.57090909091,2109.98727272727,2163.96,1910.40727272727,1976.05636363636,1872.21636363636,1814.18181818182,1719.51636363636
2068.84545454545,2145.53454545455,1538.62727272727,2098.14727272727,1528.88363636364,1852.99818181818,1899.02909090909,1965.82363636364,2054.82363636364,2002.74545454545,2117.87090909091,2138.23272727273,2249.93272727273,1874.12909090909,1980.78727272727,1798.97272727273,1742.84909090909,1775.97818181818
2000.94909090909,2168.14,1556.34545454545,2140.70727272727,1519.93272727273,1890.14909090909,1955.23636363636,1932.32727272727,1990.67272727273,2052.63090909091,2112.15090909091,2189.05636363636,2183.48363636364,1875.58545454545,2036.71090909091,1853.98181818182,1749.90909090909,1714.19272727273
2020.67636363636,2204.07818181818,1548.38,2106.99090909091,1574.88545454545,1866.88181818182,1915.65636363636,1944.44,1967.22181818182,1985.62909090909,2135.97090909091,2167.26909090909,2198.28727272727,1848.60363636364,2033.17272727273,1893.19090909091,1758.51454545455,1721.16545454545
2020.23818181818,2183.19636363636,1489.31090909091,2097.90545454545,1582.81636363636,1853.19272727273,1865.75272727273,1957.64,1992.63454545455,1965.32181818182,2133.51818181818,2152.51090909091,2216.06,1916.05090909091,1989.46909090909,1869.24181818182,1712.48,1751.21636363636
2089.92727272727,2183.76363636364,1496.89090909091,2181.20909090909,1591.16181818182,1921.19636363636,1916.64909090909,1886.23272727273,2030.57454545455,1972.58545454545,2144.60727272727,2167.53636363636,2170.56,1856.29454545455,1962.66,1812.50545454545,1727.58,1754.83090909091
2019.50909090909,2157.66181818182,1528.68,2165.86727272727,1628.52545454545,1849.94545454545,1893.34363636364,1895.91818181818,1969.96363636364,2016.05636363636,2160.25272727273,2184.82363636364,2212.90727272727,1895.79818181818,1941.14909090909,1797.13454545455,1792.20545454545,1719.45454545455
2034.27636363636,2196.06909090909,1547.51272727273,2104.39454545455,1603.24363636364,1882.27090909091,1879.68909090909,1877.93636363636,2040.14909090909,1935.78181818182,2155.59636363636,2124.31272727273,2198.02181818182,1898.54909090909,2017.41272727273,1832.92363636364,1732.83454545455,1771.19272727273
2057.87272727273,2210.56,1491.12909090909,2160.69272727273,1603.95636363636,1864.55818181818,1933.40727272727,1876.62909090909,1993.48727272727,1974.80727272727,2134.66,2140.35818181818,2203.55818181818,1902.77818181818,2002.34363636364,1868.69454545455,1733.67272727273,1738.38727272727
1995.10363636364,2178.26181818182,1530.92,2129.28727272727,1611.73272727273,1877.72181818182,1856.38727272727,1894.02545454545,2024.25454545455,1958.00727272727,2131.57090909091,2156.92545454545,2185.92181818182,1871.95272727273,1931.23636363636,1824.42909090909,1744.67454545455,1750.15090909091
2032.52545454545,2176.56181818182,1483.27090909091,2098.9,1596.62545454545,1887.58545454545,1935.13636363636,1942.44727272727,1951.28,2008.53454545455,2101.77636363636,2155.28181818182,2185.86363636364,1924.31636363636,1970.05818181818,1846.98727272727,1786.87272727273,1751.88
1991.98363636364,2148.48545454545,1505.84727272727,2153.68363636364,1574.69454545455,1881.62909090909,1922.39272727273,1962.10909090909,2009.91454545455,1991.10181818182,2100.44181818182,2143.56,2218.63818181818,1890.60363636364,2018.58909090909,1843.81272727273,1785.54,1718.51636363636
2058.63090909091,2204.82909090909,1485.33636363636,2080.06909090909,1603.50909090909,1895.12181818182,1903.33272727273,1921.64727272727,2066.32545454545,1955.05636363636,2156.39272727273,2121.93818181818,2187.59090909091,1901.76727272727,1952.48,1848.83272727273,1736.06727272727,1728.34545454545
2031.09454545455,2154.36181818182,1486.80181818182,2146.05454545455,1592.13818181818,1881.34727272727,1899.78909090909,1934.04545454545,2021.54,1964.78,2137.95818181818,2172.66,2203.88727272727,1869.31636363636,2022.3,1848.07272727273,1787.26727272727,1701.10363636364
2041.74181818182,2181.86181818182,1512.60909090909,2103.41090909091,1595.90181818182,1871.42545454545,1939.20545454545,1882.13818181818,2026.67636363636,1971.27454545455,2111.31636363636,2142.83090909091,2186.57454545455,1910.47636363636,1958.31636363636,1874.14181818182,1721.53272727273,1721.73818181818
2042.54,2180.40545454545,1504.10909090909,2113.12363636364,1639.73818181818,1837.83090909091,1918.59636363636,1876.47818181818,2033.60727272727,1997.57090909091,2130,2108.36545454545,2183.88727272727,1883.63454545455,2020.62363636364,1861.40909090909,1756.49818181818,1755.04545454545
1999.31090909091,2169.14,1514.75636363636,2118.71272727273,1648.20363636364,1882.36909090909,1928.01454545455,1918.88,1968.76181818182,1944.66545454545,2091.72363636364,2173.82909090909,2195.73272727273,1859.55454545455,1974.91454545455,1857.88909090909,1739.76363636364,1693.99272727273
2052.72181818182,2233.51636363636,1508.94727272727,2148.37454545455,1577.91454545455,1908.22545454545,1929.31454545455,1905.58727272727,2002.19454545455,1948.20545454545,2140.9,2142.63272727273,2175.09636363636,1925.28545454545,1996.33636363636,1793.85636363636,1723.22545454545,1724.67272727273
2091.24181818182,2166.91636363636,1502.50909090909,2144.22181818182,1588.92,1881.45454545455,1946.56363636364,1973.27818181818,2014.92909090909,1949.42545454545,2186.94181818182,2124.19636363636,2168.14545454545,1904.72181818182,1934.70909090909,1840.67636363636,1760.7,1733.58181818182
2062.41090909091,2167.03818181818,1511.44181818182,2095.58363636364,1617.66,1831.48,1931.66727272727,1956.07454545455,2025.38,1967.13272727273,2152.14363636364,2105.66363636364,2180.71636363636,1901.85818181818,1947.79818181818,1855.08727272727,1712.98363636364,1748.47272727273
1969.30181818182,2187.17090909091,1537.27818181818,2112.29818181818,1625.85818181818,1831.41818181818,1910.39090909091,1956.3,2003.12727272727,1966.62727272727,2138.47636363636,2171.04545454545,2202.26727272727,1888.26181818182,1959.75454545455,1870.87090909091,1774.37636363636,1751.59818181818
2034.71636363636,2130.36545454545,1530.24181818182,2139.81636363636,1568.26,1889.99090909091,1879.65272727273,1896.71818181818,2038.19454545455,2004.26,2117.14181818182,2158.59818181818,2212.11454545455,1931.79818181818,1981.60545454545,1813.63272727273,1764.1,1745.60363636364
2037.65272727273,2194.16181818182,1548.93272727273,2114.36727272727,1595.22909090909,1899.15090909091,1882.08727272727,1946.89454545455,2006.20909090909,1998.47272727273,2096.64363636364,2185.08363636364,2218.47272727273,1896.55636363636,1985.03272727273,1817.58181818182,1835.73090909091,1767.16363636364
1994.02909090909,2174.07454545455,1499.38,2128.37272727273,1586.46545454545,1903.55090909091,1889.17090909091,1941.16363636364,1958.22363636364,1988.33272727273,2140.23090909091,2158.54,2224.75272727273,1895.42181818182,1993.22181818182,1832.00909090909,1712.61454545455,1721.15818181818
2031.72181818182,2182.19454545455,1502.65636363636,2098.74727272727,1569.81272727273,1928.85454545455,1900.26727272727,1910.27272727273,2066.75090909091,1927.68727272727,2137.41818181818,2121.89818181818,2171.00909090909,1901.57090909091,2000.02545454545,1882.29090909091,1717.15636363636,1756.82363636364
1984.50363636364,2154.27454545455,1534.41818181818,2175.47636363636,1588.52363636364,1938.14727272727,1891.64,1921.39636363636,1958.62,1977.76363636364,2110.55818181818,2132.97636363636,2196.23636363636,1903.19090909091,1970.61636363636,1790.91636363636,1746.35272727273,1776.77636363636
2049.72363636364,2189.67454545455,1520.90727272727,2136.10363636364,1567.33272727273,1898.97454545455,1888.69272727273,1918.14545454545,1958.89090909091,1974.12727272727,2122.34,2141.79272727273,2192.11272727273,1882.21636363636,1984.10909090909,1876.76545454545,1762.33454545455,1719.42363636364
2025.70363636364,2228.12545454545,1540.47636363636,2118.27090909091,1626.86181818182,1894.98727272727,1931.66727272727,1888.14,2006.43090909091,1941.66,2158.01272727273,2140.93454545455,2209.84545454545,1877.96909090909,1993.74,1877.63090909091,1767.98909090909,1702.98363636364
2025.97454545455,2184.40181818182,1491.83818181818,2151.88545454545,1596.36,1866.23090909091,1943.41636363636,1961.25454545455,2027.96,1979.37454545455,2136.84363636364,2117.52181818182,2203.16909090909,1931.13090909091,2002.75272727273,1852.89272727273,1727.27454545455,1733.10545454545
1987.47090909091,2170.02181818182,1524.16727272727,2107.48363636364,1583.44363636364,1863.11636363636,1925.61636363636,1894.02363636364,2004.44545454545,1944.87090909091,2157.7,2143.33454545455,2168.95636363636,1849.43636363636,1927.77272727273,1815.90909090909,1771.89454545455,1695.34727272727
2001.57272727273,2194.27818181818,1495.76363636364,2109.95818181818,1594.05454545455,1854.58545454545,1893.74909090909,1926.00363636364,1952.99272727273,1942.12545454545,2129.15272727273,2152.18727272727,2167.03454545455,1899.30909090909,1962.35272727273,1861.40181818182,1747.44,1731.18181818182
2070.81090909091,2172.64363636364,1505.13454545455,2140.55454545455,1563.88363636364,1939.66727272727,1876.51818181818,1893.87454545455,2018.16545454545,1998.81454545455,2151.29090909091,2196.07636363636,2209.04545454545,1859.17818181818,2004.65454545455,1834.87272727273,1742.81090909091,1746.34
2054.29454545455,2178.07272727273,1532.27818181818,2146.87090909091,1582.68363636364,1870.07818181818,1950.63818181818,1927.49454545455,1990.04545454545,1891.76727272727,2159.86727272727,2112.31272727273,2194.62,1912.98,1995.24,1895.30181818182,1778.31090909091,1724.57272727273
2046.96,2192.64727272727,1491.54545454545,2111.70545454545,1587.09272727273,1865.74,1872.22727272727,1900.04181818182,2018.54,1998.18545454545,2117.68727272727,2128.62909090909,2209.28545454545,1861.01636363636,1990.39272727273,1847.38,1774.23818181818,1784.34545454545
2060.17454545455,2174.08909090909,1534.05818181818,2132.11454545455,1588.20363636364,1872.16,1907.44181818182,1882.01090909091,1976.1,1938.32727272727,2155.36909090909,2118.12181818182,2178.81818181818,1898.03090909091,1965.38727272727,1866.44363636364,1761.54,1767.98363636364
2029.10727272727,2205.75454545455,1536.69636363636,2109.92545454545,1610.18,1901.26181818182,1904.74909090909,1910.15272727273,1959.59636363636,2037.17090909091,2091.20181818182,2170.65636363636,2180.29454545455,1898.07454545455,1954.83090909091,1842.54363636364,1735.51454545455,1758.84
2033.03272727273,2165.27454545455,1522.04727272727,2143.02,1571.99090909091,1905.39454545455,1903.81090909091,1944.05454545455,1980.62,1946.89818181818,2163.52545454545,2166.00363636364,2156.80363636364,1845.37454545455,1961.18181818182,1823.95818181818,1747.24727272727,1687.32909090909
2010.11272727273,2178.72545454545,1589.60363636364,2117.89272727273,1591.90181818182,1871.30545454545,1915.24,1941.76,1972.76181818182,1996.59454545455,2119.05636363636,2183.33454545455,2183.98909090909,1894.74909090909,2018.47636363636,1821.58363636364,1773.65636363636,1764.75454545455
2092.41272727273,2167.24363636364,1489.6,2122.62545454545,1618.44545454545,1829.01272727273,1948.77454545455,1901.84363636364,2046.88909090909,1975.72181818182,2131.41454545455,2177.88181818182,2176.90727272727,1915.11818181818,1963.77272727273,1834.71454545455,1793.00363636364,1728.97272727273
2021.45272727273,2202.68727272727,1569.72,2091.54545454545,1623.69818181818,1842.23636363636,1888.61090909091,1935.48181818182,1994.44545454545,2033.30545454545,2098.70909090909,2154.22909090909,2217.53272727273,1922.79272727273,1974.84363636364,1907.28727272727,1799.74545454545,1702.20909090909
2022.24909090909,2167.83454545455,1475.86545454545,2112.39272727273,1614.77454545455,1891.88363636364,1911.03818181818,1919.55636363636,1953.01090909091,2029.13636363636,2177.28545454545,2187.99090909091,2216.12363636364,1910.56363636364,1973.60727272727,1893.09636363636,1781.02,1737.12909090909
2082.58363636364,2181.04909090909,1515.40363636364,2109.66363636364,1613.98545454545,1856.79272727273,1906.85272727273,1906.58909090909,2030.26,1954.19090909091,2136.27272727273,2145.58,2150.62727272727,1888.96727272727,1939.98363636364,1847.80909090909,1794.38727272727,1754.39454545455
2016.80181818182,2147.81454545455,1554.74363636364,2117.52545454545,1629.73818181818,1898.98181818182,1884.29272727273,1909.22,1985.63636363636,1983.23454545455,2156.50727272727,2142.40181818182,2194.01090909091,1892.48363636364,1971.15090909091,1838.39272727273,1674.64,1763.04363636364
2095.71090909091,2137.01454545455,1513.90363636364,2116.94363636364,1640.73818181818,1853.71818181818,1892.24545454545,1905.47818181818,2020.32727272727,1964.81090909091,2136.42727272727,2165.85090909091,2200.29272727273,1924.35272727273,1997.18909090909,1870.85636363636,1763.05272727273,1795.47454545455
2004.91272727273,2134.63090909091,1557.55636363636,2107.93272727273,1588.32545454545,1901.68545454545,1890.28909090909,1886.85454545455,2034.66363636364,1997.63090909091,2125.68909090909,2168.37454545455,2149.92909090909,1899.63636363636,1954.80727272727,1809.36363636364,1718.77272727273,1770.67272727273
2023.23090909091,2156.69636363636,1480.20909090909,2139.34909090909,1565.01272727273,1877.57454545455,1914.77818181818,1940.82909090909,2033.64363636364,1924.27818181818,2119.30545454545,2188.66363636364,2153.62363636364,1898.72181818182,1994.65454545455,1831.97272727273,1800.72545454545,1760.97272727273
2057.89818181818,2171.46363636364,1515.11636363636,2123.88545454545,1541.18363636364,1918.22909090909,1919.45636363636,1903.68,2023.83272727273,1974.77454545455,2125.49454545455,2166.34363636364,2206.46909090909,1914.43090909091,1934.03272727273,1859.09818181818,1745.88727272727,1689.60181818182
2033.16,2178.65090909091,1498.45272727273,2122.16909090909,1604.44363636364,1915.53636363636,1886.50909090909,1932.97090909091,1946.73636363636,1939.39272727273,2136.62545454545,2181.99090909091,2184.86181818182,1889.27636363636,2046.96181818182,1838.97454545455,1752.47090909091,1721.04363636364
2070.43090909091,2126.57818181818,1523.7,2110.65090909091,1611.95636363636,1889.75818181818,1887.00545454545,1920.71090909091,2015.45272727273,1961.30545454545,2119.96,2161.43818181818,2178.60363636364,1920.76,1980.83636363636,1812.67090909091,1809.80363636364,1699.06545454545
2080.39818181818,2171.83454545455,1514.30909090909,2151.64727272727,1584.67090909091,1807.82363636364,1905.70181818182,1915.01454545455,2002.27818181818,1947.68181818182,2151.57818181818,2138.16727272727,2135.81636363636,1907.59454545455,2017.73636363636,1847.16545454545,1750.41454545455,1767.95272727273
1995.00909090909,2157.54181818182,1563.84,2114.49090909091,1553.98909090909,1885.68909090909,1922.69454545455,1856.81272727273,1995.97272727273,1965.29090909091,2160.15454545455,2157.37454545455,2190.95636363636,1895.27454545455,1979.01272727273,1801.98727272727,1786.03636363636,1747.42727272727
2037.14909090909,2186.15272727273,1467.11454545455,2140.93454545455,1642.52181818182,1884.09090909091,1922.79090909091,1937.93090909091,1956.09636363636,1985.15636363636,2128.58363636364,2148.10727272727,2189.53454545455,1883.09454545455,1975.87272727273,1868.16545454545,1779.97454545455,1774.85090909091
2069.36727272727,2176.84,1504.19090909091,2100.01454545455,1590.74727272727,1903.76727272727,1950.53454545455,1872.94363636364,2003.7,1947.38181818182,2178.55454545455,2111.58363636364,2229.94545454545,1864.52,1960.59272727273,1824.54363636364,1761.42545454545,1729.31272727273
2032.28727272727,2168.12181818182,1544.79454545455,2122.90909090909,1598.98,1891.27454545455,1898.96,1926.28363636364,1928.47090909091,1981.54727272727,2143.70181818182,2142.87090909091,2165.94181818182,1889.95090909091,1996.54727272727,1864.70181818182,1733.04363636364,1722.11636363636
1994.66181818182,2188.99818181818,1461.13818181818,2092.92909090909,1604.75818181818,1897.02181818182,1941.12,1946.51090909091,2015.42909090909,1974.78363636364,2160.75090909091,2178.44909090909,2179.03454545455,1904.14909090909,1992.68181818182,1867.66181818182,1778.51090909091,1724.46909090909
1991.77090909091,2190.22545454545,1540.77818181818,2106.35454545455,1583.17636363636,1886.59272727273,1888.34363636364,1921.38909090909,1969.63636363636,1947.72545454545,2115.30909090909,2168.48545454545,2190.45090909091,1949.19090909091,1964.00181818182,1813.91454545455,1790.88,1708.73636363636
2012.78727272727,2157.34545454545,1442.76181818182,2084.63818181818,1636.29090909091,1863.98727272727,1889.38,1925.17636363636,2037.09272727273,1981.63272727273,2112.91090909091,2182.22909090909,2142.83454545455,1889.89818181818,1964.04909090909,1821.10727272727,1714.03636363636,1784.21090909091
2014.66727272727,2124.98,1571.13272727273,2085.94727272727,1578.06181818182,1877.98545454545,1925.80363636364,1896.95454545455,1964.56363636364,1964.40181818182,2110.00363636364,2164.73454545455,2189.07636363636,1953.56363636364,1992.32545454545,1820.12,1749.37636363636,1740.52909090909
2033.00545454545,2143.35272727273,1467.89090909091,2172.06909090909,1614.57272727273,1887.32363636364,1916.85454545455,1881.72181818182,2001.52727272727,1957.94,2139.39636363636,2116.46909090909,2241.21636363636,1905.02,1980.35818181818,1806.41818181818,1754.64363636364,1737.94363636364
2010.87636363636,2199.38,1525.54727272727,2149.97636363636,1602.64363636364,1868.85272727273,1916.96909090909,1929.92545454545,1989.86545454545,1924.82,2131.79272727273,2166.55636363636,2159.11090909091,1891.68,1970.80545454545,1776.42727272727,1723.34727272727,1733.65818181818
1995.07818181818,2154.16181818182,1530.38727272727,2096.79272727273,1551.96363636364,1937.97636363636,1905.96545454545,1959.76909090909,2046.55818181818,1945.32909090909,2109.09090909091,2132.80727272727,2185.04363636364,1896.75818181818,1958.96363636364,1846.72,1741.99636363636,1711.79636363636
2016.00363636364,2117.21818181818,1491.55454545455,2117.28727272727,1609.61454545455,1891.79818181818,1858.00909090909,1953.17636363636,1999.5,1995.22363636364,2083.34909090909,2177.28181818182,2187.80727272727,1909.13636363636,1971.18,1850.23272727273,1833.27636363636,1760.23090909091
2070.80363636364,2118.56727272727,1561.07818181818,2158.55454545455,1676.89818181818,1882.58,1910.12,1918.59454545455,1960.88545454545,1900.44181818182,2137.19818181818,2191.24727272727,2153.83090909091,1899.51818181818,1964.34363636364,1879.87454545455,1736.39272727273,1757.52727272727
2070.40181818182,2161.16727272727,1506.43636363636,2135.68,1631.04181818182,1872.18363636364,1886.89090909091,1923.56363636364,2017.24363636364,1949.16,2163.10181818182,2185.17636363636,2159.19272727273,1861.41636363636,1978.19454545455,1826.10363636364,1743.31454545455,1737.72181818182
2041.70363636364,2166.55636363636,1521.30909090909,2122.34363636364,1638.38545454545,1861.19090909091,1886.64181818182,1908.55818181818,1977.83636363636,1966.35272727273,2126.33454545455,2172.94545454545,2187.82727272727,1930.44545454545,1941.62363636364,1858.00181818182,1729.66,1705.84545454545
2038.63818181818,2163.11636363636,1544.58363636364,2128,1580.69636363636,1873.41818181818,1901.98181818182,1919.72,1975.69818181818,1960.95818181818,2115.05272727273,2160.56545454545,2180.39272727273,1938.59272727273,1963.84727272727,1857.13090909091,1763.98363636364,1792.52363636364
2050.19636363636,2164.26545454545,1506.09090909091,2122.79090909091,1583.48909090909,1904.38545454545,1848.21090909091,1880.52727272727,1998.40909090909,1943.96545454545,2106.43454545455,2175.77636363636,2181.21454545455,1873.18,1989.75636363636,1846.29090909091,1747.86545454545,1724.64
2004.29090909091,2135.82181818182,1543.59454545455,2155.49454545455,1624.99636363636,1882.27454545455,1918.50363636364,1923.96181818182,1988.23818181818,1996.76181818182,2177.64545454545,2189.02,2191.74909090909,1869.53090909091,1969.56,1830.09272727273,1763.97454545455,1709.06
2006.42,2180.19272727273,1523.39818181818,2115.26363636364,1592.37090909091,1864.78727272727,1909.54181818182,1923.29818181818,1998.20545454545,1977.37818181818,2125.15272727273,2141.56181818182,2166.55636363636,1889.47454545455,2018.35818181818,1856.15272727273,1781.11818181818,1823.85090909091
2032.00181818182,2173.97636363636,1574.21272727273,2130.92181818182,1606.20363636364,1880.65272727273,1903.23454545455,1922.04,2031.00909090909,1995.55090909091,2132.22727272727,2165.39090909091,2205.25272727273,1900.55454545455,1961.00363636364,1869.10545454545,1792.96545454545,1743.55454545455
2016.94,2197.10727272727,1534.88,2106.73090909091,1576.38,1879.06363636364,1913.82,1914.56545454545,1976.99636363636,1989.26545454545,2126.78727272727,2180.20363636364,2150.86,1903.16909090909,1951.18,1881.39454545455,1787.76545454545,1735.45090909091
2036.27090909091,2166.39272727273,1533.17636363636,2123.56727272727,1652.10545454545,1810.06545454545,1913.27090909091,1900.53818181818,2023.94727272727,1920.56727272727,2138.17636363636,2141.24909090909,2160.79818181818,1898.99272727273,1936.44909090909,1826.59090909091,1788.58363636364,1734.24
2075.85454545455,2151.98363636364,1530.67818181818,2151.66363636364,1643.34363636364,1945.29818181818,1942.09454545455,1890.25636363636,2023.17818181818,1945.24363636364,2098.77818181818,2161.41272727273,2229.19454545455,1862.76,1969.52545454545,1821.73818181818,1752.22,1799.33272727273
2055.79636363636,2160.29636363636,1535.24545454545,2126.63272727273,1634.71272727273,1874.24181818182,1910.01636363636,1946.90727272727,2016.62181818182,2002.39636363636,2141.31272727273,2159.92363636364,2210.24727272727,1877.98,1971.38181818182,1861.75090909091,1753.44181818182,1754.50727272727
2050.77090909091,2168.66545454545,1545.91454545455,2115.46181818182,1636.16545454545,1880.93090909091,1901.35090909091,1886.29090909091,2016.95818181818,1983.07636363636,2171.15454545455,2133.84727272727,2213.61636363636,1883.60545454545,1972.10545454545,1817.01818181818,1709.03454545455,1775.78909090909
1976.68545454545,2209.51454545455,1531.52,2160.59818181818,1591.35272727273,1873.20909090909,1914.34545454545,1907.08545454545,2003.07090909091,1954.81454545455,2137.12181818182,2170.31636363636,2174.26363636364,1914.93818181818,1970.24363636364,1872.44545454545,1721.99636363636,1695.28363636364
2008.40545454545,2203.38363636364,1539.11636363636,2107.12181818182,1607.98909090909,1886.41090909091,1915.87090909091,1918.66909090909,1986.10909090909,1906.56,2139.88727272727,2132.57090909091,2198.81090909091,1893.53090909091,2015.58,1847.65636363636,1743.04,1752.76727272727
1971.65454545455,2177.37454545455,1538.17636363636,2145.44181818182,1603.97090909091,1914.73818181818,1904.70727272727,1923.78545454545,1979.06181818182,1975.72,2099.79272727273,2183.29272727273,2212.59818181818,1875.71090909091,1972.71090909091,1798.52181818182,1830.14727272727,1717.09636363636
2065.82363636364,2160.27272727273,1528.37818181818,2088.22545454545,1523.43272727273,1904.15272727273,1869.92363636364,1923.43090909091,2003.58,2009.23818181818,2131.00181818182,2151.25090909091,2137.31090909091,1884.55818181818,2002.02727272727,1842.37454545455,1751.30363636364,1723.82181818182
2022.16363636364,2145.44727272727,1507.99454545455,2113.12,1607.81818181818,1931.32181818182,1963.83818181818,1952.26363636364,1990.31636363636,1924.89090909091,2161.53454545455,2183.32545454545,2138.59090909091,1864.12545454545,1946.38545454545,1859.21454545455,1769.12727272727,1751.08545454545
2034.48545454545,2207.23454545455,1535.96545454545,2161.48545454545,1564.45454545455,1920.18909090909,1923.60545454545,1872.47636363636,2044.18545454545,1975.91636363636,2135.40727272727,2160.22363636364,2164.69090909091,1921.06545454545,1981.17272727273,1912.5,1728.80545454545,1775.35636363636
2074.15272727273,2168.46909090909,1495.34363636364,2167.88,1619.08909090909,1894.90181818182,1910.51818181818,1875.42545454545,2000.29090909091,2007.45636363636,2134.9,2111.29636363636,2179.48545454545,1887.33454545455,1977.57454545455,1802.85272727273,1770.68,1769.43090909091
2081.48727272727,2151.76181818182,1544.64,2115.80181818182,1615.54,1879.06363636364,1922.17272727273,1892.93454545455,2004.05636363636,1962.23636363636,2130.15090909091,2176.29272727273,2180.44,1911.50909090909,1966.23454545455,1814.76727272727,1817.24181818182,1766.46909090909
2007.34727272727,2180.37818181818,1570.20181818182,2112.07454545455,1584.58909090909,1850.70727272727,1892.70727272727,1945.68909090909,2007.54909090909,1987.38545454545,2077.29818181818,2176.62545454545,2228.55818181818,1933.72181818182,2015.48727272727,1856.1,1769.42545454545,1797.43636363636
