beta1,betahat1,delta1,gamma1,phi1,sigma1,beta2,betahat2,delta2,gamma2,phi2,sigma2,beta3,betahat3,delta3,gamma3,phi3,sigma3,beta4,betahat4,delta4,gamma4,phi4,sigma4,alpha4
1.1689415918786583,1.1739096671762546,1.171917369466136,1.8242898729827224,315.65346201927093,59.35404090286033,1.133322526196802,1.1335990491673498,1.1344286180789898,1.8645151180687025,310.8360338554908,60.64473518312531,1.1689415918786583,1.1739096671762546,1.171917369466136,1.8242898729827224,315.65346201927093,59.35404090286033,1.1721405062536758,1.1721356070271423,1.1703463689670017,1.799991171908315,296.73551659407684,2.7825784381187093,64.54291271769692
0.37567740283107043,1.1794950951774246,0.9811802340839517,1.6448340284543168,807.7899703288306,130.33077442143585,0.1617262257989893,1.2607084968882045,1.0016353778989768,1.9631170149401902,2768.0193629068986,50.036471895307045,1.3901086331926396,1.7787631309415346,0.9689709895126732,1.0388637176920508,24.379973520255206,-32.117064205132216,0.37013534635701384,1.194078211768219,0.9812488034803216,1.687741107341416,1084.514913915243,43.407911884494034,130.2178341162954
0.6015701989422394,0.8808758429460257,1.0828501722580024,1.563310327871064,121.42446563844244,500.31646966353276,0.8654206278895493,1.0998492115658183,1.4490277738086164,1.8982902441192906,273.77837652574556,54.75947908463733,0.8088753315735576,0.832223836883093,1.0634315838530264,1.4313517096770711,53.221095552521874,391.6476129493144,0.6227387455348037,0.896032028236235,1.0789878087544837,1.6235874400277623,202.04285540588677,99.43170546227034,514.1272122538976
1.5012165247581133,1.1189261837113964,0.9855031541157114,1.6817228851286894,226.27646282559522,60.4121561261832,2.195597600237109,1.216506753430143,0.9539120633093694,1.4553959041495248,243.34756590693306,84.33213908117105,1.0444603522292992,0.8866985585975689,0.9966241298029775,1.4253395412860823,59.47438849720321,19.191602297253283,1.2024298152100845,1.0866191625161072,0.9833678538177685,2.0029355191015887,1709.0049250712334,72.79131376399071,52.41514636483604
-0.2216663848515389,1.2119883803985338,0.9978384074559665,1.5155388993896133,19.02592726588973,24.54520707026095,0.6775291421575066,0.9947217956394596,1.0060974407922967,1.4846539164854078,16.01125426729091,12.445411861986141,-57.92132544236166,53.66127244160558,0.28642377545596587,1.3581470060110041,1843.4889374843237,36.03394295447887,-0.709669809485705,1.217802662342784,0.9983352175935805,1.5906004987828988,25.84118338846503,5.788663485826957,24.90118176665527
2.1786774841640635,1.6354577392050507,-0.006846975287221062,3.8320871810376396,247.34589957821316,20.369046387373896,1.8240208035993881,1.9143296253542688,-0.0014799980939682723,3.2281215824843335,308.8248842889637,27.477038545684724,2.3260214934573664,1.0407890576657821,-0.31690563968387453,3.071529243534989,243.7379094075343,1.2092108974215,0.06040116201385555,-3.3506574940685674,-2.2980116567711146,1.7407769878618395,1296.4068344200268,40.907501307349825,42.57256066937965
0.6034279159455093,0.9103171959549303,1.0111142864409877,2.619940748819082,2590.3952196183213,8.583416257260168,0.32282390793085247,0.8958650981667708,1.0201034377541016,2.6877209642821427,2734.1950389271065,7.47717713059343,0.9434599319049674,0.9067900656487584,1.0030817870862236,2.6853955782524097,3615.1594097989855,6.1756760104019435,0.5290567209613063,0.8776263661662466,1.014768662290785,2.806473797532569,5893.126080024406,6.51266014885574,8.106059305877077
0.25755710276374993,1.0302178838994553,1.09182427616788,4.338203898012935,145776.43369171213,11.856063680475351,0.5156948315766489,1.143483636066826,1.057133395265252,3.1991798708559473,5045.7909909998925,14.13712225268661,5.441923191929012e-5,0.7427783534457861,1.2284380164527555,24.928732115849446,7.122840192392191e34,3.696003686808024,0.23248930615721766,1.0511924965190687,1.0944883832979218,4.486965960862694,270108.9641514409,2.4726234788539156,11.798422273651742
0.7418527933191115,1.027225732892751,1.0273105783801917,1.7154444521476186,28.04453311677431,11.19848382622052,0.8239523546252251,1.038754204700627,1.0139641562189383,1.7643806705267049,56.06774758632126,9.865854944406566,0.6538505395460856,0.9061610635309952,1.0142901024513171,1.7818168170066162,42.66688073121021,5.961704545923213,0.6589762659479071,1.0093940229288558,1.0325796056624572,2.0539808421837584,117.5874279138101,13.855400520224155,10.56786212791072
0.7220653554505023,0.9662793838595217,1.006923513230301,2.0317747565520703,391.04191999867686,17.4328425084507,0.8501445489908324,0.9769514310144941,1.0047904680086304,2.006104138497134,325.6835926892671,5.872590666582925,0.612974198563948,0.9561851590296695,1.0298644697542612,1.9046070326149551,185.95971875797278,20.067397999284985,0.7382739736246271,0.9761458934457042,1.0116536749266671,2.231595578379753,978.8028517145086,17.656394858515643,15.311686016580015
1.078143096398369,0.9573980760417103,0.9929332668042228,2.205995623650914,1536.346174020235,17.485176896222825,0.8066459574504401,0.9645398388276256,1.0074700795266944,2.838710225522197,16721.866851680352,11.524007072130376,1.390265187641008,0.9672271505324558,0.9789542953504702,1.821039905693141,339.09833366015414,16.717695365165326,1.0840631637378426,0.9522925877527652,0.9930563890316146,2.14542308278962,1100.920336250705,-5.988890830372756,17.193864660475377
0.422969531286869,2.1138193904520617,1.128771432972354,3.026887712275896,114.87819280711503,5.862250629203193,0.4412453479612961,2.365631324014325,1.1365450838827047,2.9497009875576614,62.22286254283975,6.511388148870176,0.3331867367602432,0.8938077828701815,1.1079575011597291,5.348049485778526,148610.00487504504,2.1498944415435997,0.46317838913693615,2.142711547528995,1.1276216618093917,2.941630112490045,81.93010720435764,-1.08641209923075,5.83165457956266
0.8032776400522615,1.0964571842378463,1.007831820229626,1.8734749321480542,259.3573254153681,37.588164908179166,1.0894494811281181,1.1842070797560822,0.9846809548090466,2.161922079035311,2005.180117330227,17.836940659651724,0.7640155134105102,0.9202524666749683,1.0150604583768534,1.6479237211401845,82.33384929098965,41.65757898721343,0.8036482889839576,1.096635174518921,1.007787923987992,1.8695398280312596,254.00249016503233,-0.4459762475624448,37.56991631006185
